date,Caterpillar Stock Price
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,16.43
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,8.680000000000001
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,6.44
2016-06-08,11.48
2016-06-09,12.32
2016-06-10,5.6000000000000005
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,12.32
2016-06-16,0.0
2016-06-17,19.6
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,10.64
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,7.840000000000001
2016-06-24,9.52
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,14.000000000000002
2016-06-28,28.000000000000004
2016-06-29,9.52
2016-06-30,0.0
2016-07-01,16.8
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,7.5
2016-07-06,0.0
2016-07-07,10.2
2016-07-08,14.1
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,6.6
2016-07-12,17.099999999999998
2016-07-13,0.0
2016-07-14,14.1
2016-07-15,0.0
2016-07-16,9.3
2016-07-17,7.8
2016-07-18,16.5
2016-07-19,6.9
2016-07-20,0.0
2016-07-21,24.3
2016-07-22,5.7
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,30.0
2016-07-26,10.5
2016-07-27,20.1
2016-07-28,14.7
2016-07-29,6.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,17.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,7.140000000000001
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,7.31
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,4.760000000000001
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,6.630000000000001
2016-08-20,9.35
2016-08-21,0.0
2016-08-22,3.74
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,12.07
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,7.82
2016-09-01,5.72
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,8.58
2016-09-05,0.0
2016-09-06,22.0
2016-09-07,11.44
2016-09-08,9.46
2016-09-09,6.6
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,16.28
2016-09-13,11.66
2016-09-14,0.0
2016-09-15,7.7
2016-09-16,10.78
2016-09-17,17.16
2016-09-18,0.0
2016-09-19,6.82
2016-09-20,0.0
2016-09-21,20.24
2016-09-22,14.74
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,10.34
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,10.12
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,14.840000000000002
2016-10-06,0.0
2016-10-07,8.680000000000001
2016-10-08,9.52
2016-10-09,0.0
2016-10-10,8.96
2016-10-11,0.0
2016-10-12,13.72
2016-10-13,10.36
2016-10-14,19.040000000000003
2016-10-15,0.0
2016-10-16,17.64
2016-10-17,25.480000000000004
2016-10-18,7.280000000000001
2016-10-19,6.720000000000001
2016-10-20,9.52
2016-10-21,12.04
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,8.120000000000001
2016-10-25,26.040000000000003
2016-10-26,0.0
2016-10-27,28.000000000000004
2016-10-28,7.280000000000001
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,10.36
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,8.74
2016-11-04,16.560000000000002
2016-11-05,12.42
2016-11-06,8.280000000000001
2016-11-07,6.9
2016-11-08,30.360000000000003
2016-11-09,20.7
2016-11-10,46.0
2016-11-11,40.940000000000005
2016-11-12,16.560000000000002
2016-11-13,0.0
2016-11-14,13.34
2016-11-15,0.0
2016-11-16,11.04
2016-11-17,24.380000000000003
2016-11-18,31.74
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,19.32
2016-11-23,19.78
2016-11-24,19.32
2016-11-25,22.08
2016-11-26,11.96
2016-11-27,20.24
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,22.08
2016-12-01,15.48
2016-12-02,43.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,10.32
2016-12-06,30.1
2016-12-07,26.23
2016-12-08,42.57
2016-12-09,21.07
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,13.76
2016-12-13,36.12
2016-12-14,21.07
2016-12-15,33.97
2016-12-16,10.75
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,38.27
2016-12-20,14.62
2016-12-21,30.53
2016-12-22,21.5
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,13.33
2016-12-26,0.0
2016-12-27,15.48
2016-12-28,14.62
2016-12-29,10.32
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,11.2
2017-01-04,12.95
2017-01-05,5.25
2017-01-06,9.45
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,7.699999999999999
2017-01-10,4.9
2017-01-11,12.95
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,7.35
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,11.9
2017-01-20,6.3
2017-01-21,8.049999999999999
2017-01-22,0.0
2017-01-23,8.049999999999999
2017-01-24,20.65
2017-01-25,26.6
2017-01-26,17.849999999999998
2017-01-27,35.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,40.89
2017-02-02,34.78
2017-02-03,29.61
2017-02-04,27.26
2017-02-05,0.0
2017-02-06,25.85
2017-02-07,15.51
2017-02-08,0.0
2017-02-09,27.73
2017-02-10,47.0
2017-02-11,14.57
2017-02-12,0.0
2017-02-13,23.5
2017-02-14,8.459999999999999
2017-02-15,8.93
2017-02-16,20.21
2017-02-17,11.28
2017-02-18,16.919999999999998
2017-02-19,26.32
2017-02-20,0.0
2017-02-21,23.5
2017-02-22,9.4
2017-02-23,42.77
2017-02-24,0.0
2017-02-25,16.919999999999998
2017-02-26,0.0
2017-02-27,15.04
2017-02-28,24.91
2017-03-01,38.35
2017-03-02,65.0
2017-03-03,57.2
2017-03-04,18.85
2017-03-05,16.900000000000002
2017-03-06,15.6
2017-03-07,5.2
2017-03-08,34.45
2017-03-09,26.0
2017-03-10,11.05
2017-03-11,16.25
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,22.1
2017-03-15,20.15
2017-03-16,11.7
2017-03-17,16.900000000000002
2017-03-18,9.1
2017-03-19,8.450000000000001
2017-03-20,14.3
2017-03-21,22.75
2017-03-22,15.6
2017-03-23,11.05
2017-03-24,15.6
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,7.800000000000001
2017-03-28,20.15
2017-03-29,6.5
2017-03-30,14.3
2017-03-31,27.3
2017-04-01,0.0
2017-04-02,27.72
2017-04-03,0.0
2017-04-04,21.56
2017-04-05,8.36
2017-04-06,8.8
2017-04-07,22.88
2017-04-08,0.0
2017-04-09,10.56
2017-04-10,12.76
2017-04-11,11.44
2017-04-12,11.88
2017-04-13,14.52
2017-04-14,26.4
2017-04-15,11.88
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,38.72
2017-04-19,33.44
2017-04-20,29.92
2017-04-21,32.12
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,19.36
2017-04-25,44.0
2017-04-26,33.44
2017-04-27,25.96
2017-04-28,14.52
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,36.8
2017-05-02,23.200000000000003
2017-05-03,22.8
2017-05-04,0.0
2017-05-05,18.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,10.8
2017-05-09,19.200000000000003
2017-05-10,21.200000000000003
2017-05-11,31.6
2017-05-12,25.200000000000003
2017-05-13,11.6
2017-05-14,0.0
2017-05-15,16.400000000000002
2017-05-16,13.6
2017-05-17,16.8
2017-05-18,12.0
2017-05-19,0.0
2017-05-20,20.0
2017-05-21,0.0
2017-05-22,8.4
2017-05-23,15.2
2017-05-24,9.6
2017-05-25,24.0
2017-05-26,0.0
2017-05-27,10.8
2017-05-28,11.2
2017-05-29,0.0
2017-05-30,40.0
2017-05-31,0.0
2017-06-01,22.14
2017-06-02,26.24
2017-06-03,19.27
2017-06-04,0.0
2017-06-05,39.36
2017-06-06,27.88
2017-06-07,26.24
2017-06-08,25.01
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,0.0
2017-06-13,13.53
2017-06-14,15.579999999999998
2017-06-15,0.0
2017-06-16,14.76
2017-06-17,41.0
2017-06-18,0.0
2017-06-19,20.91
2017-06-20,7.789999999999999
2017-06-21,28.29
2017-06-22,18.04
2017-06-23,13.94
2017-06-24,0.0
2017-06-25,17.63
2017-06-26,21.73
2017-06-27,15.989999999999998
2017-06-28,9.43
2017-06-29,7.789999999999999
2017-06-30,14.35
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,7.98
2017-07-04,0.0
2017-07-05,38.0
2017-07-06,0.0
2017-07-07,10.64
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,17.48
2017-07-11,19.38
2017-07-12,12.16
2017-07-13,11.4
2017-07-14,11.02
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,30.02
2017-07-19,0.0
2017-07-20,17.48
2017-07-21,7.6
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,21.66
2017-07-25,21.66
2017-07-26,21.28
2017-07-27,8.36
2017-07-28,13.68
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,35.7
2017-08-02,27.72
2017-08-03,0.0
2017-08-04,29.82
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,21.0
2017-08-08,23.1
2017-08-09,19.32
2017-08-10,25.2
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-14,31.92
2017-08-15,20.58
2017-08-16,23.94
2017-08-17,23.52
2017-08-18,38.22
2017-08-19,12.18
2017-08-20,21.84
2017-08-21,39.9
2017-08-22,0.0
2017-08-23,21.84
2017-08-24,41.58
2017-08-25,15.54
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,19.74
2017-08-29,22.68
2017-08-30,42.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.0
2017-09-03,0.0
2017-09-04,10.75
2017-09-05,12.9
2017-09-06,10.32
2017-09-07,23.22
2017-09-08,24.51
2017-09-09,0.0
2017-09-10,13.76
2017-09-11,9.89
2017-09-12,16.77
2017-09-13,18.49
2017-09-14,23.65
2017-09-15,43.0
2017-09-16,0.0
2017-09-17,17.63
2017-09-18,10.75
2017-09-19,11.61
2017-09-20,19.35
2017-09-21,0.0
2017-09-22,11.61
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,35.69
2017-09-26,33.97
2017-09-27,28.81
2017-09-28,0.0
2017-09-29,21.93
2017-09-30,0.0
2017-10-01,0.0
2017-10-02,10.2
2017-10-03,12.24
2017-10-04,8.67
2017-10-05,0.0
2017-10-06,10.2
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,21.93
2017-10-10,10.2
2017-10-11,25.5
2017-10-12,13.77
2017-10-13,51.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,9.69
2017-10-17,12.24
2017-10-18,13.26
2017-10-19,20.4
2017-10-20,9.69
2017-10-21,0.0
2017-10-22,12.75
2017-10-23,17.34
2017-10-24,47.43
2017-10-25,27.03
2017-10-26,22.95
2017-10-27,20.4
2017-10-28,21.93
2017-10-29,0.0
2017-10-30,7.140000000000001
2017-10-31,10.71
2017-11-01,13.33
2017-11-02,28.38
2017-11-03,43.0
2017-11-04,0.0
2017-11-05,0.0
2017-11-06,16.34
2017-11-07,17.2
2017-11-08,28.38
2017-11-09,0.0
2017-11-10,12.47
2017-11-11,0.0
2017-11-12,11.61
2017-11-13,36.12
2017-11-14,0.0
2017-11-15,17.2
2017-11-16,23.22
2017-11-17,30.96
2017-11-18,0.0
2017-11-19,25.8
2017-11-20,27.09
2017-11-21,38.27
2017-11-22,27.52
2017-11-23,0.0
2017-11-24,30.1
2017-11-25,0.0
2017-11-26,12.9
2017-11-27,14.19
2017-11-28,15.05
2017-11-29,22.36
2017-11-30,39.99
2017-12-01,65.0
2017-12-02,0.0
2017-12-03,0.0
2017-12-04,21.45
2017-12-05,29.9
2017-12-06,13.0
2017-12-07,26.0
2017-12-08,23.4
2017-12-09,23.4
2017-12-10,0.0
2017-12-11,16.900000000000002
2017-12-12,13.65
2017-12-13,27.3
2017-12-14,26.0
2017-12-15,24.7
2017-12-16,16.900000000000002
2017-12-17,11.05
2017-12-18,30.55
2017-12-19,28.6
2017-12-20,37.05
2017-12-21,21.45
2017-12-22,33.15
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,35.75
2017-12-27,27.95
2017-12-28,39.65
2017-12-29,29.25
2017-12-30,27.95
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,44.0
2018-01-03,34.0
2018-01-04,70.0
2018-01-05,58.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,41.0
2018-01-09,32.0
2018-01-10,43.0
2018-01-11,56.0
2018-01-12,95.0
2018-01-13,0.0
2018-01-14,14.0
2018-01-15,20.0
2018-01-16,60.0
2018-01-17,64.0
2018-01-18,50.0
2018-01-19,35.0
2018-01-20,42.0
2018-01-21,11.0
2018-01-22,30.0
2018-01-23,44.0
2018-01-24,46.0
2018-01-25,87.0
2018-01-26,54.0
2018-01-27,33.0
2018-01-28,19.0
2018-01-29,37.0
2018-01-30,40.0
2018-01-31,100.0
2018-02-01,56.7
2018-02-02,47.7
2018-02-03,46.8
2018-02-04,46.8
2018-02-05,51.3
2018-02-06,80.10000000000001
2018-02-07,75.60000000000001
2018-02-08,69.3
2018-02-09,90.0
2018-02-10,0.0
2018-02-11,32.4
2018-02-12,55.8
2018-02-13,66.60000000000001
2018-02-14,0.0
2018-02-15,36.0
2018-02-16,28.8
2018-02-17,0.0
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,57.6
2018-02-21,49.5
2018-02-22,45.0
2018-02-23,68.4
2018-02-24,42.3
2018-02-25,16.2
2018-02-26,46.8
2018-02-27,57.6
2018-02-28,47.7
2018-03-01,31.24
2018-03-02,28.4
2018-03-03,20.59
2018-03-04,16.33
2018-03-05,71.0
2018-03-06,35.5
2018-03-07,0.0
2018-03-08,36.21
2018-03-09,45.44
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,21.3
2018-03-13,41.18
2018-03-14,15.62
2018-03-15,39.76
2018-03-16,38.34
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,25.56
2018-03-20,29.11
2018-03-21,37.63
2018-03-22,58.93
2018-03-23,40.47
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,42.6
2018-03-27,36.21
2018-03-28,31.95
2018-03-29,25.56
2018-03-30,19.88
2018-03-31,24.85
2018-04-01,0.0
2018-04-02,19.52
2018-04-03,26.23
2018-04-04,22.57
2018-04-05,39.65
2018-04-06,29.28
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,28.06
2018-04-10,31.11
2018-04-11,33.55
2018-04-12,29.89
2018-04-13,27.45
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,34.77
2018-04-18,29.28
2018-04-19,10.98
2018-04-20,9.76
2018-04-21,0.0
2018-04-22,21.96
2018-04-23,9.76
2018-04-24,61.0
2018-04-25,49.41
2018-04-26,28.67
2018-04-27,35.38
2018-04-28,0.0
2018-04-29,16.47
2018-04-30,0.0
2018-05-01,20.64
2018-05-02,20.64
2018-05-03,10.08
2018-05-04,17.759999999999998
2018-05-05,21.6
2018-05-06,0.0
2018-05-07,12.96
2018-05-08,44.16
2018-05-09,20.64
2018-05-10,14.88
2018-05-11,32.64
2018-05-12,14.4
2018-05-13,9.12
2018-05-14,13.44
2018-05-15,27.36
2018-05-16,22.56
2018-05-17,0.0
2018-05-18,28.8
2018-05-19,0.0
2018-05-20,12.96
2018-05-21,39.84
2018-05-22,19.2
2018-05-23,19.68
2018-05-24,0.0
2018-05-25,13.44
2018-05-26,17.759999999999998
2018-05-27,0.0
2018-05-28,8.64
2018-05-29,17.28
2018-05-30,48.0
2018-05-31,7.68
2018-06-01,21.28
2018-06-02,22.4
2018-06-03,14.000000000000002
2018-06-04,31.360000000000003
2018-06-05,30.800000000000004
2018-06-06,39.2
2018-06-07,15.12
2018-06-08,37.52
2018-06-09,0.0
2018-06-10,25.76
2018-06-11,34.720000000000006
2018-06-12,45.36000000000001
2018-06-13,29.680000000000003
2018-06-14,29.680000000000003
2018-06-15,25.200000000000003
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,29.680000000000003
2018-06-19,19.6
2018-06-20,25.76
2018-06-21,11.2
2018-06-22,31.92
2018-06-23,56.00000000000001
2018-06-24,19.040000000000003
2018-06-25,30.24
2018-06-26,26.880000000000003
2018-06-27,0.0
2018-06-28,54.32000000000001
2018-06-29,29.680000000000003
2018-06-30,18.48
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,27.36
2018-07-04,25.92
2018-07-05,15.84
2018-07-06,7.199999999999999
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,15.84
2018-07-10,31.2
2018-07-11,20.16
2018-07-12,19.2
2018-07-13,10.08
2018-07-14,9.6
2018-07-15,6.72
2018-07-16,8.64
2018-07-17,24.48
2018-07-18,37.92
2018-07-19,16.8
2018-07-20,13.44
2018-07-21,0.0
2018-07-22,0.0
2018-07-23,13.92
2018-07-24,24.0
2018-07-25,19.2
2018-07-26,48.0
2018-07-27,16.8
2018-07-28,16.32
2018-07-29,0.0
2018-07-30,37.92
2018-07-31,29.76
2018-08-01,45.1
2018-08-02,17.05
2018-08-03,13.750000000000002
2018-08-04,0.0
2018-08-05,9.9
2018-08-06,55.00000000000001
2018-08-07,15.400000000000002
2018-08-08,20.35
2018-08-09,31.35
2018-08-10,11.55
2018-08-11,19.25
2018-08-12,0.0
2018-08-13,12.65
2018-08-14,0.0
2018-08-15,31.9
2018-08-16,37.400000000000006
2018-08-17,30.250000000000004
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,38.5
2018-08-21,14.85
2018-08-22,20.9
2018-08-23,12.65
2018-08-24,17.6
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,23.1
2018-08-28,18.700000000000003
2018-08-29,24.200000000000003
2018-08-30,14.3
2018-08-31,15.400000000000002
2018-09-01,13.2
2018-09-02,11.44
2018-09-03,18.48
2018-09-04,16.28
2018-09-05,37.4
2018-09-06,9.68
2018-09-07,0.0
2018-09-08,23.32
2018-09-09,0.0
2018-09-10,29.48
2018-09-11,0.0
2018-09-12,10.12
2018-09-13,18.04
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,25.08
2018-09-18,19.8
2018-09-19,14.52
2018-09-20,44.0
2018-09-21,0.0
2018-09-22,8.8
2018-09-23,39.6
2018-09-24,22.88
2018-09-25,18.48
2018-09-26,37.84
2018-09-27,17.16
2018-09-28,20.68
2018-09-29,0.0
2018-09-30,11.0
2018-10-01,18.88
2018-10-02,20.65
2018-10-03,34.809999999999995
2018-10-04,27.14
2018-10-05,19.47
2018-10-06,14.75
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,14.16
2018-10-10,30.09
2018-10-11,0.0
2018-10-12,0.0
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,15.93
2018-10-16,27.14
2018-10-17,21.83
2018-10-18,12.39
2018-10-19,30.09
2018-10-20,27.14
2018-10-21,11.8
2018-10-22,40.71
2018-10-23,59.0
2018-10-24,31.86
2018-10-25,15.34
2018-10-26,43.66
2018-10-27,13.57
2018-10-28,0.0
2018-10-29,25.37
2018-10-30,14.16
2018-10-31,0.0
2018-11-01,31.11
2018-11-02,51.0
2018-11-03,0.0
2018-11-04,21.42
2018-11-05,0.0
2018-11-06,34.17
2018-11-07,38.25
2018-11-08,34.68
2018-11-09,16.830000000000002
2018-11-10,0.0
2018-11-11,0.0
2018-11-12,26.01
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,24.48
2018-11-16,29.07
2018-11-17,0.0
2018-11-18,0.0
2018-11-19,14.79
2018-11-20,20.4
2018-11-21,16.830000000000002
2018-11-22,0.0
2018-11-23,23.97
2018-11-24,44.37
2018-11-25,0.0
2018-11-26,0.0
2018-11-27,7.65
2018-11-28,35.7
2018-11-29,26.01
2018-11-30,34.17
2018-12-01,0.0
2018-12-02,0.0
2018-12-03,27.14
2018-12-04,25.76
2018-12-05,36.8
2018-12-06,30.82
2018-12-07,45.080000000000005
2018-12-08,0.0
2018-12-09,0.0
2018-12-10,16.1
2018-12-11,43.24
2018-12-12,26.68
2018-12-13,12.88
2018-12-14,20.7
2018-12-15,0.0
2018-12-16,10.58
2018-12-17,34.04
2018-12-18,32.660000000000004
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,46.0
2018-12-22,25.76
2018-12-23,0.0
2018-12-24,23.0
2018-12-25,0.0
2018-12-26,14.72
2018-12-27,0.0
2018-12-28,35.88
2018-12-29,0.0
2018-12-30,0.0
2018-12-31,0.0
2019-01-01,11.66
2019-01-02,12.19
2019-01-03,16.43
2019-01-04,29.68
2019-01-05,11.13
2019-01-06,0.0
2019-01-07,26.5
2019-01-08,22.790000000000003
2019-01-09,16.96
2019-01-10,17.490000000000002
2019-01-11,0.0
2019-01-12,11.66
2019-01-13,0.0
2019-01-14,7.42
2019-01-15,12.72
2019-01-16,11.66
2019-01-17,19.08
2019-01-18,23.32
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,0.0
2019-01-22,10.6
2019-01-23,23.85
2019-01-24,6.890000000000001
2019-01-25,25.44
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,53.0
2019-01-29,21.200000000000003
2019-01-30,20.14
2019-01-31,22.790000000000003
2019-02-01,14.0
2019-02-02,10.5
2019-02-03,0.0
2019-02-04,21.0
2019-02-05,0.0
2019-02-06,18.0
2019-02-07,0.0
2019-02-08,42.0
2019-02-09,10.5
2019-02-10,0.0
2019-02-11,21.5
2019-02-12,28.5
2019-02-13,25.0
2019-02-14,11.5
2019-02-15,14.5
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.0
2019-02-19,26.5
2019-02-20,27.5
2019-02-21,24.0
2019-02-22,21.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,27.5
2019-02-26,40.0
2019-02-27,50.0
2019-02-28,39.5
2019-03-01,27.28
2019-03-02,11.0
2019-03-03,0.0
2019-03-04,10.56
2019-03-05,19.36
2019-03-06,16.72
2019-03-07,16.72
2019-03-08,15.4
2019-03-09,0.0
2019-03-10,0.0
2019-03-11,0.0
2019-03-12,33.44
2019-03-13,25.52
2019-03-14,0.0
2019-03-15,18.92
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,35.64
2019-03-19,13.2
2019-03-20,11.0
2019-03-21,14.08
2019-03-22,21.56
2019-03-23,9.68
2019-03-24,0.0
2019-03-25,35.2
2019-03-26,26.4
2019-03-27,13.64
2019-03-28,13.2
2019-03-29,44.0
2019-03-30,13.64
2019-03-31,10.56
2019-04-01,23.4
2019-04-02,0.0
2019-04-03,21.84
2019-04-04,45.760000000000005
2019-04-05,40.04
2019-04-06,0.0
2019-04-07,0.0
2019-04-08,39.52
2019-04-09,30.16
2019-04-10,26.0
2019-04-11,0.0
2019-04-12,36.92
2019-04-13,0.0
2019-04-14,0.0
2019-04-15,11.44
2019-04-16,25.48
2019-04-17,23.4
2019-04-18,32.24
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,13.52
2019-04-23,22.880000000000003
2019-04-24,43.68
2019-04-25,19.76
2019-04-26,29.12
2019-04-27,19.24
2019-04-28,52.0
2019-04-29,28.08
2019-04-30,17.16
2019-05-01,32.24
2019-05-02,16.12
2019-05-03,42.120000000000005
2019-05-04,10.4
2019-05-05,0.0
2019-05-06,22.880000000000003
2019-05-07,29.12
2019-05-08,21.84
2019-05-09,20.28
2019-05-10,19.24
2019-05-11,0.0
2019-05-12,12.48
2019-05-13,34.84
2019-05-14,52.0
2019-05-15,31.72
2019-05-16,39.52
2019-05-17,38.48
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,16.12
2019-05-21,36.92
2019-05-22,17.16
2019-05-23,22.880000000000003
2019-05-24,30.68
2019-05-25,0.0
2019-05-26,11.44
2019-05-27,0.0
2019-05-28,32.76
2019-05-29,17.16
2019-05-30,22.36
2019-05-31,24.44
2019-06-01,42.0
2019-06-02,0.0
2019-06-03,19.74
2019-06-04,15.54
2019-06-05,33.18
2019-06-06,41.16
2019-06-07,13.86
2019-06-08,17.22
2019-06-09,0.0
2019-06-10,12.6
2019-06-11,16.8
2019-06-12,31.08
2019-06-13,27.72
2019-06-14,12.6
2019-06-15,9.66
2019-06-16,0.0
2019-06-17,15.54
2019-06-18,0.0
2019-06-19,23.1
2019-06-20,12.6
2019-06-21,33.6
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.0
2019-06-25,17.64
2019-06-26,29.4
2019-06-27,27.72
2019-06-28,21.84
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,20.67
2019-07-02,27.69
2019-07-03,30.03
2019-07-04,0.0
2019-07-05,31.200000000000003
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,14.82
2019-07-09,16.38
2019-07-10,20.28
2019-07-11,36.27
2019-07-12,17.16
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,23.79
2019-07-17,0.0
2019-07-18,21.06
2019-07-19,29.64
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,29.25
2019-07-24,31.98
2019-07-25,34.32
2019-07-26,39.0
2019-07-27,0.0
2019-07-28,10.92
2019-07-29,0.0
2019-07-30,31.59
2019-07-31,12.87
2019-08-01,25.35
2019-08-02,8.97
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,39.0
2019-08-06,10.92
2019-08-07,16.77
2019-08-08,7.41
2019-08-09,10.14
2019-08-10,6.63
2019-08-11,5.46
2019-08-12,11.7
2019-08-13,12.87
2019-08-14,21.45
2019-08-15,18.33
2019-08-16,8.58
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,10.92
2019-08-20,0.0
2019-08-21,6.63
2019-08-22,19.11
2019-08-23,7.0200000000000005
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,10.14
2019-08-27,8.19
2019-08-28,30.81
2019-08-29,9.36
2019-08-30,13.26
2019-08-31,0.0
2019-09-01,0.0
2019-09-02,0.0
2019-09-03,21.66
2019-09-04,18.62
2019-09-05,38.0
2019-09-06,18.24
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,0.0
2019-09-10,27.74
2019-09-11,20.52
2019-09-12,30.02
2019-09-13,0.0
2019-09-14,26.6
2019-09-15,15.96
2019-09-16,22.8
2019-09-17,23.56
2019-09-18,23.18
2019-09-19,28.5
2019-09-20,26.98
2019-09-21,30.78
2019-09-22,0.0
2019-09-23,14.44
2019-09-24,26.98
2019-09-25,23.56
2019-09-26,30.02
2019-09-27,12.16
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,16.34
2019-10-01,31.85
2019-10-02,23.03
2019-10-03,33.81
2019-10-04,32.83
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,9.8
2019-10-08,0.0
2019-10-09,30.38
2019-10-10,11.27
2019-10-11,31.36
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,17.15
2019-10-15,17.64
2019-10-16,18.13
2019-10-17,23.52
