date,JPM
2016-05-16,9.66
2016-05-17,14.49
2016-05-18,23.0
2016-05-19,17.94
2016-05-20,15.64
2016-05-21,5.98
2016-05-22,2.3000000000000003
2016-05-23,12.65
2016-05-24,14.72
2016-05-25,19.09
2016-05-26,15.64
2016-05-27,16.1
2016-05-28,6.67
2016-05-29,1.84
2016-05-30,5.5200000000000005
2016-05-31,13.8
2016-06-01,13.44
2016-06-02,14.840000000000002
2016-06-03,15.400000000000002
2016-06-04,3.640000000000001
2016-06-05,2.24
2016-06-06,11.2
2016-06-07,10.64
2016-06-08,10.36
2016-06-09,7.56
2016-06-10,9.24
2016-06-11,3.08
2016-06-12,1.6800000000000002
2016-06-13,8.120000000000001
2016-06-14,8.680000000000001
2016-06-15,10.080000000000002
2016-06-16,7.840000000000001
2016-06-17,10.64
2016-06-18,2.24
2016-06-19,4.48
2016-06-20,11.760000000000002
2016-06-21,8.680000000000001
2016-06-22,10.64
2016-06-23,10.920000000000002
2016-06-24,28.000000000000004
2016-06-25,7.840000000000001
2016-06-26,4.760000000000001
2016-06-27,20.44
2016-06-28,18.48
2016-06-29,22.96
2016-06-30,20.160000000000004
2016-07-01,10.920000000000002
2016-07-02,3.640000000000001
2016-07-03,0.56
2016-07-04,2.8000000000000003
2016-07-05,10.36
2016-07-06,8.4
2016-07-07,7.840000000000001
2016-07-08,7.56
2016-07-09,2.8000000000000003
2016-07-10,2.5200000000000005
2016-07-11,7.56
2016-07-12,9.24
2016-07-13,9.8
2016-07-14,28.000000000000004
2016-07-15,11.48
2016-07-16,0.56
2016-07-17,2.24
2016-07-18,7.000000000000001
2016-07-19,6.720000000000001
2016-07-20,11.48
2016-07-21,7.840000000000001
2016-07-22,7.280000000000001
2016-07-23,3.08
2016-07-24,2.8000000000000003
2016-07-25,7.56
2016-07-26,7.56
2016-07-27,6.16
2016-07-28,6.44
2016-07-29,7.840000000000001
2016-07-30,1.96
2016-07-31,1.4
2016-08-01,16.79
2016-08-02,17.25
2016-08-03,23.0
2016-08-04,14.95
2016-08-05,17.02
2016-08-06,5.98
2016-08-07,4.83
2016-08-08,12.88
2016-08-09,17.71
2016-08-10,11.04
2016-08-11,15.41
2016-08-12,12.88
2016-08-13,3.91
2016-08-14,2.76
2016-08-15,17.02
2016-08-16,17.48
2016-08-17,12.19
2016-08-18,16.1
2016-08-19,11.5
2016-08-20,3.22
2016-08-21,4.83
2016-08-22,17.48
2016-08-23,15.87
2016-08-24,11.5
2016-08-25,12.88
2016-08-26,13.34
2016-08-27,7.590000000000001
2016-08-28,5.29
2016-08-29,17.94
2016-08-30,19.09
2016-08-31,14.95
2016-09-01,19.58
2016-09-02,14.3
2016-09-03,4.18
2016-09-04,9.24
2016-09-05,3.3
2016-09-06,17.6
2016-09-07,12.54
2016-09-08,15.4
2016-09-09,20.24
2016-09-10,8.36
2016-09-11,4.84
2016-09-12,19.58
2016-09-13,20.02
2016-09-14,20.24
2016-09-15,17.6
2016-09-16,14.96
2016-09-17,3.08
2016-09-18,0.0
2016-09-19,17.38
2016-09-20,13.42
2016-09-21,13.42
2016-09-22,20.9
2016-09-23,16.5
2016-09-24,5.94
2016-09-25,6.16
2016-09-26,15.4
2016-09-27,17.16
2016-09-28,22.0
2016-09-29,15.18
2016-09-30,19.58
2016-10-01,0.72
2016-10-02,1.68
2016-10-03,6.0
2016-10-04,8.4
2016-10-05,8.16
2016-10-06,9.6
2016-10-07,6.24
2016-10-08,2.16
2016-10-09,1.44
2016-10-10,6.72
2016-10-11,5.279999999999999
2016-10-12,6.72
2016-10-13,9.6
2016-10-14,24.0
2016-10-15,1.68
2016-10-16,2.88
2016-10-17,9.6
2016-10-18,10.32
2016-10-19,9.6
2016-10-20,7.68
2016-10-21,5.76
2016-10-22,3.6
2016-10-23,1.92
2016-10-24,9.36
2016-10-25,8.64
2016-10-26,7.439999999999999
2016-10-27,9.6
2016-10-28,7.68
2016-10-29,2.16
2016-10-30,3.12
2016-10-31,6.0
2016-11-01,11.16
2016-11-02,7.75
2016-11-03,8.99
2016-11-04,6.2
2016-11-05,4.03
2016-11-06,2.17
2016-11-07,11.47
2016-11-08,11.47
2016-11-09,21.7
2016-11-10,31.0
2016-11-11,16.43
2016-11-12,8.37
2016-11-13,2.17
2016-11-14,20.77
2016-11-15,21.7
2016-11-16,19.53
2016-11-17,21.08
2016-11-18,17.98
2016-11-19,2.79
2016-11-20,3.72
2016-11-21,13.02
2016-11-22,13.95
2016-11-23,12.09
2016-11-24,2.79
2016-11-25,8.68
2016-11-26,2.48
2016-11-27,0.62
2016-11-28,10.85
2016-11-29,9.92
2016-11-30,13.95
2016-12-01,22.94
2016-12-02,22.94
2016-12-03,8.37
2016-12-04,3.72
2016-12-05,25.11
2016-12-06,26.35
2016-12-07,31.0
2016-12-08,27.59
2016-12-09,29.14
2016-12-10,7.13
2016-12-11,5.27
2016-12-12,24.8
2016-12-13,29.14
2016-12-14,30.07
2016-12-15,29.76
2016-12-16,26.97
2016-12-17,9.92
2016-12-18,4.65
2016-12-19,21.39
2016-12-20,29.45
2016-12-21,22.32
2016-12-22,20.46
2016-12-23,20.77
2016-12-24,10.23
2016-12-25,3.72
2016-12-26,4.65
2016-12-27,17.669999999999998
2016-12-28,19.53
2016-12-29,22.01
2016-12-30,16.12
2016-12-31,4.34
2017-01-01,2.45
2017-01-02,3.85
2017-01-03,13.65
2017-01-04,16.099999999999998
2017-01-05,17.5
2017-01-06,12.95
2017-01-07,5.949999999999999
2017-01-08,4.199999999999999
2017-01-09,14.7
2017-01-10,14.35
2017-01-11,14.0
2017-01-12,17.15
2017-01-13,35.0
2017-01-14,7.35
2017-01-15,4.199999999999999
2017-01-16,3.85
2017-01-17,17.15
2017-01-18,19.25
2017-01-19,15.749999999999998
2017-01-20,13.65
2017-01-21,3.85
2017-01-22,2.45
2017-01-23,9.45
2017-01-24,13.65
2017-01-25,17.5
2017-01-26,17.5
2017-01-27,12.6
2017-01-28,5.25
2017-01-29,3.85
2017-01-30,12.95
2017-01-31,12.95
2017-02-01,21.12
2017-02-02,20.16
2017-02-03,30.72
2017-02-04,13.12
2017-02-05,2.88
2017-02-06,21.12
2017-02-07,19.52
2017-02-08,17.92
2017-02-09,22.72
2017-02-10,20.48
2017-02-11,6.72
2017-02-12,2.24
2017-02-13,22.72
2017-02-14,27.84
2017-02-15,32.0
2017-02-16,29.44
2017-02-17,23.04
2017-02-18,6.4
2017-02-19,6.08
2017-02-20,6.72
2017-02-21,20.48
2017-02-22,17.6
2017-02-23,22.72
2017-02-24,21.12
2017-02-25,6.08
2017-02-26,4.48
2017-02-27,16.32
2017-02-28,21.76
2017-03-01,34.0
2017-03-02,20.06
2017-03-03,21.08
2017-03-04,5.78
2017-03-05,6.12
2017-03-06,17.68
2017-03-07,16.66
2017-03-08,20.74
2017-03-09,24.14
2017-03-10,20.74
2017-03-11,8.5
2017-03-12,4.760000000000001
2017-03-13,17.0
2017-03-14,20.4
2017-03-15,24.82
2017-03-16,20.4
2017-03-17,21.42
2017-03-18,5.1000000000000005
2017-03-19,3.4000000000000004
2017-03-20,19.72
2017-03-21,21.08
2017-03-22,18.700000000000003
2017-03-23,19.72
2017-03-24,19.040000000000003
2017-03-25,7.140000000000001
2017-03-26,4.08
2017-03-27,17.68
2017-03-28,17.0
2017-03-29,19.72
2017-03-30,18.02
2017-03-31,15.64
2017-04-01,4.62
2017-04-02,3.3000000000000003
2017-04-03,10.23
2017-04-04,13.86
2017-04-05,13.86
2017-04-06,12.87
2017-04-07,11.55
2017-04-08,4.29
2017-04-09,3.3000000000000003
2017-04-10,10.56
2017-04-11,12.54
2017-04-12,18.15
2017-04-13,33.0
2017-04-14,8.58
2017-04-15,3.63
2017-04-16,2.97
2017-04-17,11.55
2017-04-18,10.56
2017-04-19,10.89
2017-04-20,12.21
2017-04-21,9.24
2017-04-22,2.97
2017-04-23,3.3000000000000003
2017-04-24,11.55
2017-04-25,13.86
2017-04-26,11.55
2017-04-27,11.22
2017-04-28,8.91
2017-04-29,4.29
2017-04-30,2.64
2017-05-01,25.200000000000003
2017-05-02,25.76
2017-05-03,24.360000000000003
2017-05-04,16.520000000000003
2017-05-05,25.480000000000004
2017-05-06,5.040000000000001
2017-05-07,5.6000000000000005
2017-05-08,19.040000000000003
2017-05-09,19.040000000000003
2017-05-10,23.24
2017-05-11,17.92
2017-05-12,18.48
2017-05-13,8.680000000000001
2017-05-14,5.040000000000001
2017-05-15,16.240000000000002
2017-05-16,18.200000000000003
2017-05-17,25.480000000000004
2017-05-18,28.000000000000004
2017-05-19,22.4
2017-05-20,7.280000000000001
2017-05-21,2.24
2017-05-22,21.840000000000003
2017-05-23,17.92
2017-05-24,20.72
2017-05-25,19.040000000000003
2017-05-26,15.96
2017-05-27,9.24
2017-05-28,4.2
2017-05-29,3.640000000000001
2017-05-30,20.44
2017-05-31,24.64
2017-06-01,18.0
2017-06-02,16.5
2017-06-03,3.3
2017-06-04,2.1
2017-06-05,12.6
2017-06-06,13.2
2017-06-07,12.3
2017-06-08,18.3
2017-06-09,17.7
2017-06-10,2.7
2017-06-11,3.9
2017-06-12,15.0
2017-06-13,17.4
2017-06-14,15.0
2017-06-15,15.0
2017-06-16,9.9
2017-06-17,7.8
2017-06-18,3.6
2017-06-19,13.8
2017-06-20,14.1
2017-06-21,12.9
2017-06-22,16.5
2017-06-23,14.7
2017-06-24,5.4
2017-06-25,4.8
2017-06-26,14.4
2017-06-27,18.0
2017-06-28,17.4
2017-06-29,30.0
2017-06-30,19.5
2017-07-01,1.55
2017-07-02,2.17
2017-07-03,11.78
2017-07-04,3.72
2017-07-05,15.81
2017-07-06,11.47
2017-07-07,10.23
2017-07-08,3.1
2017-07-09,4.34
2017-07-10,12.4
2017-07-11,8.99
2017-07-12,12.71
2017-07-13,13.95
2017-07-14,31.0
2017-07-15,4.96
2017-07-16,1.55
2017-07-17,9.61
2017-07-18,9.3
2017-07-19,8.99
2017-07-20,8.37
2017-07-21,6.82
2017-07-22,4.34
2017-07-23,2.48
2017-07-24,8.06
2017-07-25,12.09
2017-07-26,10.85
2017-07-27,10.54
2017-07-28,7.13
2017-07-29,3.1
2017-07-30,0.93
2017-07-31,8.99
2017-08-01,24.0
2017-08-02,15.12
2017-08-03,18.0
2017-08-04,17.759999999999998
2017-08-05,4.56
2017-08-06,6.24
2017-08-07,19.44
2017-08-08,22.32
2017-08-09,17.28
2017-08-10,16.56
2017-08-11,18.72
2017-08-12,7.199999999999999
2017-08-13,4.8
2017-08-14,17.28
2017-08-15,14.64
2017-08-16,19.2
2017-08-17,16.08
2017-08-18,12.96
2017-08-19,2.4
2017-08-20,3.84
2017-08-21,14.16
2017-08-22,16.56
2017-08-23,16.08
2017-08-24,13.44
2017-08-25,14.64
2017-08-26,5.279999999999999
2017-08-27,2.16
2017-08-28,12.24
2017-08-29,18.24
2017-08-30,12.96
2017-08-31,14.4
2017-09-01,14.64
2017-09-02,1.68
2017-09-03,3.6
2017-09-04,3.6
2017-09-05,16.32
2017-09-06,16.56
2017-09-07,14.16
2017-09-08,16.8
2017-09-09,6.0
2017-09-10,2.88
2017-09-11,12.48
2017-09-12,22.56
2017-09-13,15.12
2017-09-14,15.84
2017-09-15,14.88
2017-09-16,5.04
2017-09-17,5.279999999999999
2017-09-18,17.04
2017-09-19,21.12
2017-09-20,19.2
2017-09-21,24.0
2017-09-22,12.48
2017-09-23,9.36
2017-09-24,3.12
2017-09-25,18.72
2017-09-26,16.32
2017-09-27,23.04
2017-09-28,19.44
2017-09-29,15.12
2017-09-30,6.0
2017-10-01,3.3000000000000003
2017-10-02,12.87
2017-10-03,14.52
2017-10-04,13.53
2017-10-05,14.19
2017-10-06,10.23
2017-10-07,5.28
2017-10-08,2.64
2017-10-09,12.54
2017-10-10,14.19
2017-10-11,15.84
2017-10-12,33.0
2017-10-13,15.510000000000002
2017-10-14,3.63
2017-10-15,4.62
2017-10-16,15.84
2017-10-17,15.84
2017-10-18,14.19
2017-10-19,10.89
2017-10-20,15.510000000000002
2017-10-21,2.64
2017-10-22,3.63
2017-10-23,10.89
2017-10-24,16.5
2017-10-25,15.510000000000002
2017-10-26,14.19
2017-10-27,15.84
2017-10-28,3.3000000000000003
2017-10-29,4.29
2017-10-30,11.88
2017-10-31,9.24
2017-11-01,20.02
2017-11-02,14.3
2017-11-03,18.2
2017-11-04,5.46
2017-11-05,0.0
2017-11-06,12.48
2017-11-07,17.42
2017-11-08,17.42
2017-11-09,14.04
2017-11-10,15.6
2017-11-11,3.9
2017-11-12,3.38
2017-11-13,10.4
2017-11-14,13.78
2017-11-15,10.66
2017-11-16,12.74
2017-11-17,14.04
2017-11-18,3.64
2017-11-19,3.64
2017-11-20,11.18
2017-11-21,13.0
2017-11-22,10.4
2017-11-23,0.0
2017-11-24,9.62
2017-11-25,2.8600000000000003
2017-11-26,2.6
2017-11-27,10.92
2017-11-28,16.900000000000002
2017-11-29,20.8
2017-11-30,26.0
2017-12-01,23.520000000000003
2017-12-02,10.36
2017-12-03,5.040000000000001
2017-12-04,28.000000000000004
2017-12-05,24.08
2017-12-06,21.000000000000004
2017-12-07,17.64
2017-12-08,16.8
2017-12-09,6.16
2017-12-10,3.92
2017-12-11,16.520000000000003
2017-12-12,17.360000000000003
2017-12-13,16.240000000000002
2017-12-14,20.72
2017-12-15,17.64
2017-12-16,7.56
2017-12-17,4.760000000000001
2017-12-18,19.6
2017-12-19,19.040000000000003
2017-12-20,23.8
2017-12-21,24.360000000000003
2017-12-22,18.200000000000003
2017-12-23,5.32
2017-12-24,1.96
2017-12-25,3.92
2017-12-26,14.560000000000002
2017-12-27,13.72
2017-12-28,15.96
2017-12-29,17.360000000000003
2017-12-30,6.16
2017-12-31,6.16
2018-01-01,2.3000000000000003
2018-01-02,13.8
2018-01-03,14.26
2018-01-04,19.78
2018-01-05,19.78
2018-01-06,6.44
2018-01-07,4.6000000000000005
2018-01-08,19.32
2018-01-09,19.32
2018-01-10,22.540000000000003
2018-01-11,26.68
2018-01-12,46.0
2018-01-13,7.36
2018-01-14,4.6000000000000005
2018-01-15,6.44
2018-01-16,18.4
2018-01-17,17.94
2018-01-18,16.560000000000002
2018-01-19,16.560000000000002
2018-01-20,5.98
2018-01-21,4.6000000000000005
2018-01-22,15.18
2018-01-23,17.94
2018-01-24,16.560000000000002
2018-01-25,18.4
2018-01-26,17.48
2018-01-27,4.6000000000000005
2018-01-28,4.6000000000000005
2018-01-29,16.1
2018-01-30,26.22
2018-01-31,19.32
2018-02-01,13.65
2018-02-02,23.01
2018-02-03,8.19
2018-02-04,5.07
2018-02-05,24.57
2018-02-06,39.0
2018-02-07,24.96
2018-02-08,22.23
2018-02-09,24.18
2018-02-10,6.24
2018-02-11,3.51
2018-02-12,19.89
2018-02-13,18.33
2018-02-14,22.62
2018-02-15,23.01
2018-02-16,15.99
2018-02-17,7.41
2018-02-18,1.56
2018-02-19,5.8500000000000005
2018-02-20,17.16
2018-02-21,19.11
2018-02-22,18.33
2018-02-23,16.77
2018-02-24,5.8500000000000005
2018-02-25,2.34
2018-02-26,20.67
2018-02-27,23.01
2018-02-28,17.55
2018-03-01,24.75
2018-03-02,26.73
2018-03-03,6.2700000000000005
2018-03-04,4.95
2018-03-05,23.43
2018-03-06,27.72
2018-03-07,27.06
2018-03-08,23.1
2018-03-09,24.75
2018-03-10,8.91
2018-03-11,7.260000000000001
2018-03-12,21.12
2018-03-13,20.130000000000003
2018-03-14,21.45
2018-03-15,22.44
2018-03-16,21.78
2018-03-17,5.61
2018-03-18,5.94
2018-03-19,18.15
2018-03-20,24.09
2018-03-21,26.4
2018-03-22,30.69
2018-03-23,27.72
2018-03-24,8.25
2018-03-25,6.2700000000000005
2018-03-26,33.0
2018-03-27,28.05
2018-03-28,24.75
2018-03-29,20.46
2018-03-30,13.53
2018-03-31,1.65
2018-04-01,3.15
2018-04-02,11.25
2018-04-03,12.15
2018-04-04,11.25
2018-04-05,13.5
2018-04-06,10.35
2018-04-07,3.6
2018-04-08,1.8
2018-04-09,11.7
2018-04-10,12.15
2018-04-11,10.35
2018-04-12,18.0
2018-04-13,45.0
2018-04-14,6.75
2018-04-15,1.8
2018-04-16,16.650000000000002
2018-04-17,12.6
2018-04-18,13.95
2018-04-19,11.7
2018-04-20,12.15
2018-04-21,3.15
2018-04-22,3.15
2018-04-23,9.45
2018-04-24,9.9
2018-04-25,12.15
2018-04-26,6.75
2018-04-27,9.0
2018-04-28,2.7
2018-04-29,2.7
2018-04-30,9.45
2018-05-01,18.0
2018-05-02,16.5
2018-05-03,18.3
2018-05-04,17.4
2018-05-05,3.6
2018-05-06,4.2
2018-05-07,16.8
2018-05-08,19.5
2018-05-09,21.3
2018-05-10,16.5
2018-05-11,22.2
2018-05-12,6.0
2018-05-13,1.2
2018-05-14,18.3
2018-05-15,21.0
2018-05-16,18.9
2018-05-17,15.6
2018-05-18,13.8
2018-05-19,3.9
2018-05-20,1.5
2018-05-21,16.5
2018-05-22,19.5
2018-05-23,21.3
2018-05-24,15.6
2018-05-25,15.6
2018-05-26,0.8999999999999999
2018-05-27,2.7
2018-05-28,3.3
2018-05-29,29.7
2018-05-30,30.0
2018-05-31,28.5
2018-06-01,26.28
2018-06-02,9.72
2018-06-03,5.04
2018-06-04,22.32
2018-06-05,24.48
2018-06-06,26.64
2018-06-07,22.68
2018-06-08,16.919999999999998
2018-06-09,6.48
2018-06-10,4.32
2018-06-11,22.68
2018-06-12,19.44
2018-06-13,29.16
2018-06-14,21.24
2018-06-15,27.36
2018-06-16,1.08
2018-06-17,4.68
2018-06-18,25.92
2018-06-19,20.88
2018-06-20,24.12
2018-06-21,18.36
2018-06-22,24.48
2018-06-23,5.4
2018-06-24,6.84
2018-06-25,25.92
2018-06-26,27.0
2018-06-27,27.0
2018-06-28,33.12
2018-06-29,36.0
2018-06-30,7.56
2018-07-01,3.01
2018-07-02,11.61
2018-07-03,11.61
2018-07-04,3.87
2018-07-05,14.19
2018-07-06,12.04
2018-07-07,2.58
2018-07-08,2.58
2018-07-09,16.77
2018-07-10,16.34
2018-07-11,15.05
2018-07-12,18.49
2018-07-13,43.0
2018-07-14,6.88
2018-07-15,2.58
2018-07-16,22.79
2018-07-17,20.21
2018-07-18,18.06
2018-07-19,16.34
2018-07-20,13.33
2018-07-21,3.44
2018-07-22,3.01
2018-07-23,16.34
2018-07-24,16.77
2018-07-25,13.33
2018-07-26,13.76
2018-07-27,12.9
2018-07-28,4.3
2018-07-29,2.58
2018-07-30,16.77
2018-07-31,15.05
2018-08-01,24.8
2018-08-02,16.74
2018-08-03,25.42
2018-08-04,5.89
2018-08-05,5.58
2018-08-06,20.15
2018-08-07,22.01
2018-08-08,21.08
2018-08-09,15.81
2018-08-10,18.29
2018-08-11,5.58
2018-08-12,4.34
2018-08-13,18.6
2018-08-14,19.84
2018-08-15,16.12
2018-08-16,17.98
2018-08-17,17.36
2018-08-18,4.34
2018-08-19,6.51
2018-08-20,15.19
2018-08-21,31.0
2018-08-22,22.32
2018-08-23,15.5
2018-08-24,16.74
2018-08-25,4.65
2018-08-26,5.27
2018-08-27,19.84
2018-08-28,18.29
2018-08-29,15.19
2018-08-30,21.7
2018-08-31,15.5
2018-09-01,3.78
2018-09-02,1.62
2018-09-03,4.32
2018-09-04,13.23
2018-09-05,14.04
2018-09-06,11.61
2018-09-07,12.69
2018-09-08,2.97
2018-09-09,2.16
2018-09-10,10.260000000000002
2018-09-11,13.23
2018-09-12,13.23
2018-09-13,19.17
2018-09-14,14.31
2018-09-15,4.86
2018-09-16,0.0
2018-09-17,11.61
2018-09-18,16.470000000000002
2018-09-19,23.49
2018-09-20,27.0
2018-09-21,18.09
2018-09-22,5.94
2018-09-23,4.86
2018-09-24,14.85
2018-09-25,17.28
2018-09-26,20.25
2018-09-27,13.5
2018-09-28,13.23
2018-09-29,4.86
2018-09-30,3.24
2018-10-01,12.18
2018-10-02,10.92
2018-10-03,13.02
2018-10-04,15.54
2018-10-05,12.6
2018-10-06,3.36
2018-10-07,2.52
2018-10-08,10.08
2018-10-09,11.34
2018-10-10,12.18
2018-10-11,20.58
2018-10-12,42.0
2018-10-13,5.46
2018-10-14,2.94
2018-10-15,15.54
2018-10-16,14.7
2018-10-17,14.28
2018-10-18,13.86
2018-10-19,11.34
2018-10-20,1.26
2018-10-21,2.1
2018-10-22,11.34
2018-10-23,14.7
2018-10-24,12.6
2018-10-25,13.86
2018-10-26,13.44
2018-10-27,2.94
2018-10-28,3.78
2018-10-29,10.5
2018-10-30,14.28
2018-10-31,14.28
2018-11-01,18.0
2018-11-02,15.6
2018-11-03,2.7
2018-11-04,5.1
2018-11-05,12.9
2018-11-06,18.0
2018-11-07,14.4
2018-11-08,18.0
2018-11-09,15.3
2018-11-10,4.8
2018-11-11,4.5
2018-11-12,14.7
2018-11-13,13.8
2018-11-14,22.2
2018-11-15,30.0
2018-11-16,14.7
2018-11-17,8.7
2018-11-18,6.6
2018-11-19,16.5
2018-11-20,19.5
2018-11-21,13.5
2018-11-22,5.1
2018-11-23,10.8
2018-11-24,3.0
2018-11-25,6.0
2018-11-26,13.8
2018-11-27,20.4
2018-11-28,19.5
2018-11-29,19.8
2018-11-30,17.7
2018-12-01,4.760000000000001
2018-12-02,2.72
2018-12-03,25.16
2018-12-04,25.500000000000004
2018-12-05,15.3
2018-12-06,26.860000000000003
2018-12-07,20.74
2018-12-08,9.86
2018-12-09,5.1000000000000005
2018-12-10,25.500000000000004
2018-12-11,26.180000000000003
2018-12-12,31.62
2018-12-13,26.520000000000003
2018-12-14,21.42
2018-12-15,7.140000000000001
2018-12-16,5.44
2018-12-17,18.700000000000003
2018-12-18,21.76
2018-12-19,27.540000000000003
2018-12-20,34.0
2018-12-21,21.76
2018-12-22,10.54
2018-12-23,4.760000000000001
2018-12-24,18.700000000000003
2018-12-25,7.140000000000001
2018-12-26,27.880000000000003
2018-12-27,32.300000000000004
2018-12-28,25.16
2018-12-29,6.800000000000001
2018-12-30,3.06
2018-12-31,19.380000000000003
2019-01-01,2.55
2019-01-02,15.3
2019-01-03,16.830000000000002
2019-01-04,19.89
2019-01-05,7.65
2019-01-06,6.12
2019-01-07,16.830000000000002
2019-01-08,22.44
2019-01-09,20.91
2019-01-10,17.34
2019-01-11,18.87
2019-01-12,5.1
2019-01-13,2.04
2019-01-14,19.38
2019-01-15,51.0
2019-01-16,24.99
2019-01-17,15.3
2019-01-18,14.28
2019-01-19,6.63
2019-01-20,5.1
2019-01-21,3.5700000000000003
2019-01-22,10.71
2019-01-23,12.75
2019-01-24,9.18
2019-01-25,11.22
2019-01-26,2.55
2019-01-27,2.55
2019-01-28,10.2
2019-01-29,12.24
2019-01-30,12.75
2019-01-31,13.77
2019-02-01,11.1
2019-02-02,2.96
2019-02-03,2.96
2019-02-04,8.879999999999999
2019-02-05,11.47
2019-02-06,7.77
2019-02-07,10.36
2019-02-08,8.51
2019-02-09,3.7
2019-02-10,2.59
2019-02-11,9.25
2019-02-12,12.21
2019-02-13,11.1
2019-02-14,37.0
2019-02-15,31.08
2019-02-16,12.58
2019-02-17,5.55
2019-02-18,7.4
2019-02-19,13.32
2019-02-20,12.95
2019-02-21,11.84
2019-02-22,13.32
2019-02-23,5.55
2019-02-24,2.59
2019-02-25,12.58
2019-02-26,16.28
2019-02-27,12.95
2019-02-28,8.14
2019-03-01,22.32
2019-03-02,5.58
2019-03-03,4.34
2019-03-04,23.87
2019-03-05,18.91
2019-03-06,18.91
2019-03-07,17.669999999999998
2019-03-08,19.84
2019-03-09,6.2
2019-03-10,5.27
2019-03-11,18.91
2019-03-12,19.84
2019-03-13,18.29
2019-03-14,19.53
2019-03-15,21.08
2019-03-16,9.92
2019-03-17,3.1
2019-03-18,22.63
2019-03-19,24.8
2019-03-20,17.05
2019-03-21,20.15
2019-03-22,26.97
2019-03-23,10.23
2019-03-24,7.75
2019-03-25,31.0
2019-03-26,30.38
2019-03-27,25.11
2019-03-28,28.21
2019-03-29,24.18
2019-03-30,4.96
2019-03-31,3.72
2019-04-01,14.1
2019-04-02,13.63
2019-04-03,14.1
2019-04-04,15.51
2019-04-05,14.1
2019-04-06,4.23
2019-04-07,2.82
2019-04-08,12.69
2019-04-09,12.69
2019-04-10,16.919999999999998
2019-04-11,15.98
2019-04-12,47.0
2019-04-13,9.4
2019-04-14,4.23
2019-04-15,15.04
2019-04-16,14.57
2019-04-17,16.45
2019-04-18,15.98
2019-04-19,5.64
2019-04-20,3.29
2019-04-21,4.699999999999999
2019-04-22,13.16
2019-04-23,12.69
2019-04-24,13.63
2019-04-25,12.69
2019-04-26,13.63
2019-04-27,4.23
2019-04-28,3.76
2019-04-29,14.57
2019-04-30,15.04
2019-05-01,27.84
2019-05-02,26.56
2019-05-03,27.2
2019-05-04,7.68
2019-05-05,7.04
2019-05-06,32.0
2019-05-07,23.36
2019-05-08,24.64
2019-05-09,23.36
2019-05-10,22.08
2019-05-11,5.76
2019-05-12,4.48
2019-05-13,24.96
2019-05-14,23.36
2019-05-15,22.4
2019-05-16,27.84
2019-05-17,18.56
2019-05-18,9.6
2019-05-19,3.84
2019-05-20,22.4
2019-05-21,26.24
2019-05-22,23.36
2019-05-23,18.88
2019-05-24,19.52
2019-05-25,8.64
2019-05-26,2.88
2019-05-27,4.8
2019-05-28,24.32
2019-05-29,23.68
2019-05-30,27.52
2019-05-31,23.36
2019-06-01,8.96
2019-06-02,4.8
2019-06-03,21.44
2019-06-04,25.92
2019-06-05,27.84
2019-06-06,21.44
2019-06-07,30.08
2019-06-08,8.32
2019-06-09,5.44
2019-06-10,25.6
2019-06-11,25.92
2019-06-12,22.08
2019-06-13,21.12
2019-06-14,16.96
2019-06-15,7.68
2019-06-16,8.32
2019-06-17,18.56
2019-06-18,22.4
2019-06-19,27.2
2019-06-20,21.76
2019-06-21,25.28
2019-06-22,7.04
2019-06-23,5.44
2019-06-24,22.4
2019-06-25,24.0
2019-06-26,19.52
2019-06-27,26.24
2019-06-28,32.0
2019-06-29,9.6
2019-06-30,8.32
2019-07-01,16.65
2019-07-02,13.69
2019-07-03,12.58
2019-07-04,3.7
2019-07-05,9.99
2019-07-06,6.29
2019-07-07,3.33
2019-07-08,12.21
2019-07-09,12.95
2019-07-10,17.02
2019-07-11,14.8
2019-07-12,12.58
2019-07-13,4.44
2019-07-14,2.59
2019-07-15,18.87
2019-07-16,37.0
2019-07-17,19.24
2019-07-18,14.06
2019-07-19,8.879999999999999
2019-07-20,4.07
2019-07-21,2.96
2019-07-22,9.62
2019-07-23,12.58
2019-07-24,11.1
2019-07-25,12.58
2019-07-26,11.47
2019-07-27,2.96
2019-07-28,0.0
2019-07-29,9.62
2019-07-30,12.21
2019-07-31,11.1
2019-08-01,18.29
2019-08-02,23.25
2019-08-03,5.27
2019-08-04,3.1
2019-08-05,28.21
2019-08-06,23.87
2019-08-07,31.0
2019-08-08,21.08
2019-08-09,18.6
2019-08-10,7.13
2019-08-11,3.72
2019-08-12,19.22
2019-08-13,19.53
2019-08-14,27.59
2019-08-15,27.28
2019-08-16,22.63
2019-08-17,5.58
2019-08-18,6.2
2019-08-19,21.39
2019-08-20,22.01
2019-08-21,21.39
2019-08-22,21.39
2019-08-23,24.18
2019-08-24,4.96
2019-08-25,6.82
2019-08-26,24.49
2019-08-27,15.81
2019-08-28,19.53
2019-08-29,18.29
2019-08-30,13.95
2019-08-31,6.2
2019-09-01,5.12
2019-09-02,5.12
2019-09-03,17.28
2019-09-04,18.24
2019-09-05,24.32
2019-09-06,21.44
2019-09-07,6.08
2019-09-08,5.76
2019-09-09,28.48
2019-09-10,27.84
2019-09-11,25.28
2019-09-12,24.32
2019-09-13,31.36
2019-09-14,7.04
2019-09-15,5.76
2019-09-16,27.52
2019-09-17,32.0
